File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample life stage,Biosample sex,Biosample organism
ENCFF000RRO,bam,alignments,ENCSR000DLG,ChIP-seq,EFO:0005352,GM20000,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RRE,bam,alignments,ENCSR000DLF,ChIP-seq,EFO:0002790,GM19240,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RRG,bam,alignments,ENCSR000DLF,ChIP-seq,EFO:0002790,GM19240,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RQP,bam,alignments,ENCSR000DLD,ChIP-seq,EFO:0002788,GM19238,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RQQ,bam,alignments,ENCSR000DLD,ChIP-seq,EFO:0002788,GM19238,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RQM,bam,alignments,ENCSR000DLC,ChIP-seq,EFO:0005346,GM13977,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RQG,bam,alignments,ENCSR000DLB,ChIP-seq,EFO:0005346,GM13977,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RQH,bam,alignments,ENCSR000DLB,ChIP-seq,EFO:0005346,GM13977,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RQD,bam,alignments,ENCSR000DLA,ChIP-seq,EFO:0005345,GM13976,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RPW,bam,alignments,ENCSR000DKZ,ChIP-seq,EFO:0005345,GM13976,immortalized cell line,unknown,female,Homo sapiens
ENCFF000RPY,bam,alignments,ENCSR000DKZ,ChIP-seq,EFO:0005345,GM13976,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ROB,bam,alignments,ENCSR000DKS,ChIP-seq,EFO:0005335,GM10266,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RNV,bam,alignments,ENCSR000DKR,ChIP-seq,EFO:0005335,GM10266,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RNX,bam,alignments,ENCSR000DKR,ChIP-seq,EFO:0005335,GM10266,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RNS,bam,alignments,ENCSR000DKQ,ChIP-seq,EFO:0005334,GM10248,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RNM,bam,alignments,ENCSR000DKP,ChIP-seq,EFO:0005334,GM10248,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RNO,bam,alignments,ENCSR000DKP,ChIP-seq,EFO:0005334,GM10248,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RNA,bam,alignments,ENCSR000DKO,ChIP-seq,EFO:0002782,H54,immortalized cell line,adult,female,Homo sapiens
ENCFF000RMV,bam,alignments,ENCSR000DKN,ChIP-seq,EFO:0002782,H54,immortalized cell line,adult,female,Homo sapiens
ENCFF000RMY,bam,alignments,ENCSR000DKN,ChIP-seq,EFO:0002782,H54,immortalized cell line,adult,female,Homo sapiens
ENCFF000RNE,bam,alignments,ENCSR000DKM,ChIP-seq,EFO:0002782,H54,immortalized cell line,adult,female,Homo sapiens
ENCFF000RNG,bam,alignments,ENCSR000DKM,ChIP-seq,EFO:0002782,H54,immortalized cell line,adult,female,Homo sapiens
ENCFF001MVP,bam,alignments,ENCSR000DIP,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MVQ,bam,alignments,ENCSR000DIP,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MVZ,bam,alignments,ENCSR000DIO,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MWA,bam,alignments,ENCSR000DIO,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MUA,bam,alignments,ENCSR000DIJ,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MUB,bam,alignments,ENCSR000DIJ,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MUE,bam,alignments,ENCSR000DIJ,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MUQ,bam,alignments,ENCSR000DII,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MUR,bam,alignments,ENCSR000DII,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MWQ,bam,alignments,ENCSR000DIA,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MWS,bam,alignments,ENCSR000DIA,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MWF,bam,alignments,ENCSR000DHZ,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MWG,bam,alignments,ENCSR000DHZ,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001MDR,bam,alignments,ENCSR000DHT,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MDT,bam,alignments,ENCSR000DHT,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MDG,bam,alignments,ENCSR000DHR,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MDI,bam,alignments,ENCSR000DHR,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MET,bam,alignments,ENCSR000DHI,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MEY,bam,alignments,ENCSR000DHI,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MEA,bam,alignments,ENCSR000DHH,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MEE,bam,alignments,ENCSR000DHH,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MEJ,bam,alignments,ENCSR000DHF,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MEK,bam,alignments,ENCSR000DHF,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MUX,bam,alignments,ENCSR000DHE,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MUY,bam,alignments,ENCSR000DHE,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MVA,bam,alignments,ENCSR000DHE,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MVB,bam,alignments,ENCSR000DHE,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MTQ,bam,alignments,ENCSR000DHD,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001MTS,bam,alignments,ENCSR000DHD,ChIP-seq,CL:0000556,megakaryocyte,tissue,embryonic,mixed,Mus musculus
ENCFF001LPC,bam,alignments,ENCSR000CFI,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001LPG,bam,alignments,ENCSR000CFI,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001LOS,bam,alignments,ENCSR000CFH,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001LOT,bam,alignments,ENCSR000CFH,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQY,bam,alignments,ENCSR000CEY,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KRB,bam,alignments,ENCSR000CEY,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KPO,bam,alignments,ENCSR000CEX,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KPP,bam,alignments,ENCSR000CEX,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KPK,bam,alignments,ENCSR000CEW,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KPM,bam,alignments,ENCSR000CEW,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQD,bam,alignments,ENCSR000CEV,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQE,bam,alignments,ENCSR000CEV,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KPX,bam,alignments,ENCSR000CEU,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KPY,bam,alignments,ENCSR000CEU,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQV,bam,alignments,ENCSR000CET,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQW,bam,alignments,ENCSR000CET,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQP,bam,alignments,ENCSR000CES,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQQ,bam,alignments,ENCSR000CES,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQG,bam,alignments,ENCSR000CER,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KQH,bam,alignments,ENCSR000CER,ChIP-seq,EFO:0003971,MEL cell line,immortalized cell line,unknown,unknown,Mus musculus
ENCFF001KLP,bam,alignments,ENCSR000CEQ,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KLR,bam,alignments,ENCSR000CEQ,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KNH,bam,alignments,ENCSR000CEP,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KNI,bam,alignments,ENCSR000CEP,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KMP,bam,alignments,ENCSR000CEO,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KMQ,bam,alignments,ENCSR000CEO,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KMG,bam,alignments,ENCSR000CEN,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KMN,bam,alignments,ENCSR000CEN,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KLD,bam,alignments,ENCSR000CDW,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KLE,bam,alignments,ENCSR000CDW,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KLJ,bam,alignments,ENCSR000CDV,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KLL,bam,alignments,ENCSR000CDV,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KMD,bam,alignments,ENCSR000CDU,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KME,bam,alignments,ENCSR000CDU,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KNR,bam,alignments,ENCSR000CDT,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KNS,bam,alignments,ENCSR000CDT,ChIP-seq,UBERON:0002107,liver,tissue,embryonic,mixed,Mus musculus
ENCFF001KLV,bam,alignments,ENCSR000CDH,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KLW,bam,alignments,ENCSR000CDH,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001LNZ,bam,alignments,ENCSR000CBW,ChIP-seq,CL:2000042,embryonic fibroblast,primary cell,adult,male,Mus musculus
ENCFF001LOB,bam,alignments,ENCSR000CBW,ChIP-seq,CL:2000042,embryonic fibroblast,primary cell,adult,male,Mus musculus
ENCFF001LMM,bam,alignments,ENCSR000CBU,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001LMO,bam,alignments,ENCSR000CBU,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001LNB,bam,alignments,ENCSR000CBR,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001LNC,bam,alignments,ENCSR000CBR,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KNK,bam,alignments,ENCSR000CAX,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KNN,bam,alignments,ENCSR000CAX,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KNA,bam,alignments,ENCSR000CAP,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KNC,bam,alignments,ENCSR000CAP,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KMS,bam,alignments,ENCSR000CAO,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF001KMT,bam,alignments,ENCSR000CAO,ChIP-seq,UBERON:0002107,liver,tissue,adult,male,Mus musculus
ENCFF000NFV,bam,alignments,ENCSR000BVQ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NFW,bam,alignments,ENCSR000BVQ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NFY,bam,alignments,ENCSR000BVQ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000QQR,bam,alignments,ENCSR000BVA,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QQV,bam,alignments,ENCSR000BVA,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QPG,bam,alignments,ENCSR000BUZ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QPL,bam,alignments,ENCSR000BUZ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QOJ,bam,alignments,ENCSR000BUY,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QOM,bam,alignments,ENCSR000BUY,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QLP,bam,alignments,ENCSR000BUX,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QLS,bam,alignments,ENCSR000BUX,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QRO,bam,alignments,ENCSR000BUO,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QRP,bam,alignments,ENCSR000BUO,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QRG,bam,alignments,ENCSR000BUN,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QRI,bam,alignments,ENCSR000BUN,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QQN,bam,alignments,ENCSR000BUM,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QQO,bam,alignments,ENCSR000BUM,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QOC,bam,alignments,ENCSR000BUL,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QOH,bam,alignments,ENCSR000BUL,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QMV,bam,alignments,ENCSR000BUK,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QMY,bam,alignments,ENCSR000BUK,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QMN,bam,alignments,ENCSR000BUJ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QMQ,bam,alignments,ENCSR000BUJ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QME,bam,alignments,ENCSR000BUI,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QMI,bam,alignments,ENCSR000BUI,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000NHZ,bam,alignments,ENCSR000BUD,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NIC,bam,alignments,ENCSR000BUD,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NFC,bam,alignments,ENCSR000BUC,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NFD,bam,alignments,ENCSR000BUC,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MWW,bam,alignments,ENCSR000BUB,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MWY,bam,alignments,ENCSR000BUB,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000QOZ,bam,alignments,ENCSR000BTR,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QPA,bam,alignments,ENCSR000BTR,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QPO,bam,alignments,ENCSR000BTQ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QPS,bam,alignments,ENCSR000BTQ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QNL,bam,alignments,ENCSR000BTP,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QNO,bam,alignments,ENCSR000BTP,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000NEB,bam,alignments,ENCSR000BTN,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NED,bam,alignments,ENCSR000BTN,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NDC,bam,alignments,ENCSR000BTJ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NDJ,bam,alignments,ENCSR000BTJ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NAT,bam,alignments,ENCSR000BTI,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NAX,bam,alignments,ENCSR000BTI,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MYI,bam,alignments,ENCSR000BTC,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MYM,bam,alignments,ENCSR000BTC,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000QNT,bam,alignments,ENCSR000BSU,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QNU,bam,alignments,ENCSR000BSU,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QND,bam,alignments,ENCSR000BST,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QNE,bam,alignments,ENCSR000BST,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QLX,bam,alignments,ENCSR000BSS,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QMA,bam,alignments,ENCSR000BSS,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QKZ,bam,alignments,ENCSR000BSR,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QLD,bam,alignments,ENCSR000BSR,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QOQ,bam,alignments,ENCSR000BSP,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000QOR,bam,alignments,ENCSR000BSP,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000ONE,bam,alignments,ENCSR000BSN,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000ONF,bam,alignments,ENCSR000BSN,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OPO,bam,alignments,ENCSR000BSJ,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OPR,bam,alignments,ENCSR000BSJ,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000ONV,bam,alignments,ENCSR000BSI,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000ONW,bam,alignments,ENCSR000BSI,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OVO,bam,alignments,ENCSR000BRY,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OVS,bam,alignments,ENCSR000BRY,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000NGL,bam,alignments,ENCSR000BRM,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NGR,bam,alignments,ENCSR000BRM,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NGT,bam,alignments,ENCSR000BRL,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NGW,bam,alignments,ENCSR000BRL,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NCV,bam,alignments,ENCSR000BRF,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NCY,bam,alignments,ENCSR000BRF,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NAD,bam,alignments,ENCSR000BRE,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NAE,bam,alignments,ENCSR000BRE,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MZY,bam,alignments,ENCSR000BRD,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MZZ,bam,alignments,ENCSR000BRD,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MXP,bam,alignments,ENCSR000BRC,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MXG,bam,alignments,ENCSR000BRB,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MXM,bam,alignments,ENCSR000BRB,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MXE,bam,alignments,ENCSR000BRA,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000OUA,bam,alignments,ENCSR000BQV,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OUB,bam,alignments,ENCSR000BQV,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OME,bam,alignments,ENCSR000BQU,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000OMH,bam,alignments,ENCSR000BQU,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000NHR,bam,alignments,ENCSR000BQQ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NHS,bam,alignments,ENCSR000BQQ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NDL,bam,alignments,ENCSR000BQP,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000NDM,bam,alignments,ENCSR000BQP,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MZK,bam,alignments,ENCSR000BQO,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MZL,bam,alignments,ENCSR000BQO,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000QWA,bam,alignments,ENCSR000BQN,ChIP-seq,EFO:0005234,PFSK-1,immortalized cell line,unknown,male,Homo sapiens
ENCFF000QWE,bam,alignments,ENCSR000BQN,ChIP-seq,EFO:0005234,PFSK-1,immortalized cell line,unknown,male,Homo sapiens
ENCFF000MWO,bam,alignments,ENCSR000BQH,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000MWS,bam,alignments,ENCSR000BQH,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000OTV,bam,alignments,ENCSR000BQG,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
